категория,название,ссылка,калории,белки,жиры,углеводы
Бакалея,мука Каждый день 300г Нет отзывов,generated_1305,72.0,13.9,9.2,37.0
Бакалея,перловка 1кг Нет отзывов,generated_1306,238.0,5.1,16.2,55.9
Бакалея,перловка Савушкин 800г 4.8·128 отзывов,generated_1307,383.0,2.2,7.3,26.8
Бакалея,крупа Савушкин 800г 4.5·45 отзывов,generated_1308,70.0,12.9,15.8,14.3
Бакалея,рис Савушкин 500г 4.8·128 отзывов,generated_1309,256.0,11.5,5.0,10.7
Бакалея,гречка 400г 4.5·45 отзывов,generated_1310,340.0,13.0,3.5,68.0
Бакалея,пшено Вкуснотеево 300г Нет отзывов,generated_1311,82.0,8.6,8.2,42.9
Бакалея,гречка Вкуснотеево 250г 4.8·128 отзывов,generated_1312,340.0,13.0,3.5,68.0
Бакалея,крупа Простоквашино 800г 4.8·128 отзывов,generated_1313,280.0,3.7,6.2,57.7
Бакалея,гречка Вкуснотеево 250г 4.5·45 отзывов,generated_1314,340.0,13.0,3.5,68.0
Бакалея,гречка Каждый день 100г 4.8·128 отзывов,generated_1315,340.0,13.0,3.5,68.0
Бакалея,гречка 250г Нет отзывов,generated_1316,340.0,13.0,3.5,68.0
Бакалея,перловка 250г 4.8·128 отзывов,generated_1317,212.0,2.6,7.5,58.1
Бакалея,перловка Моя цена 200г 4.8·128 отзывов,generated_1318,331.0,5.2,9.5,51.6
Бакалея,крупа Простоквашино 300г,generated_1319,335.0,1.2,6.9,17.1
Бакалея,макароны Савушкин 250г Нет отзывов,generated_1320,215.0,11.2,15.9,25.4
Бакалея,рис Простоквашино 250г 4.8·128 отзывов,generated_1321,196.0,13.5,14.8,35.0
Бакалея,перловка 500г 4.8·128 отзывов,generated_1322,105.0,7.6,8.3,43.7
Бакалея,рис Вкуснотеево 1кг 4.5·45 отзывов,generated_1323,175.0,8.3,17.8,30.2
Бакалея,пшено 400г Нет отзывов,generated_1324,379.0,9.2,3.6,56.7
Бакалея,мука Простоквашино 200г 4.5·45 отзывов,generated_1325,301.0,1.2,6.8,59.9
Бакалея,гречка Простоквашино 1кг 4.5·45 отзывов,generated_1326,340.0,13.0,3.5,68.0
Бакалея,овсянка Простоквашино 300г 4.5·45 отзывов,generated_1327,225.0,11.8,13.6,58.3
Бакалея,пшено Савушкин 100г,generated_1328,234.0,12.6,11.4,13.5
Бакалея,мука Простоквашино 250г,generated_1329,272.0,11.3,11.2,21.5
Бакалея,пшено Каждый день 200г 4.5·45 отзывов,generated_1330,245.0,14.4,16.1,30.8
Бакалея,рис Савушкин 1кг,generated_1331,172.0,15.0,13.0,46.8
Бакалея,мука Каждый день 1кг 4.5·45 отзывов,generated_1332,342.0,13.0,19.4,12.7
Бакалея,крупа Простоквашино 200г 4.8·128 отзывов,generated_1333,120.0,1.1,6.8,40.9
Бакалея,мука Простоквашино 500г 4.5·45 отзывов,generated_1334,225.0,8.4,4.2,12.6
Бакалея,мука 100г,generated_1335,322.0,13.2,12.1,33.2
Бакалея,гречка Вкуснотеево 400г,generated_1336,340.0,13.0,3.5,68.0
Бакалея,пшено Савушкин 500г 4.8·128 отзывов,generated_1337,385.0,9.2,2.9,13.3
Бакалея,крупа Моя цена 800г Нет отзывов,generated_1338,277.0,13.3,5.5,25.7
Бакалея,мука Савушкин 200г Нет отзывов,generated_1339,267.0,4.7,9.9,58.1
Бакалея,рис Моя цена 300г 4.8·128 отзывов,generated_1340,397.0,8.9,1.5,51.0
Бакалея,крупа 1кг 4.5·45 отзывов,generated_1341,346.0,8.2,8.4,17.5
Бакалея,овсянка 800г 4.8·128 отзывов,generated_1342,198.0,3.0,15.5,28.8
Бакалея,крупа Каждый день 800г 4.8·128 отзывов,generated_1343,325.0,10.2,13.7,20.9
Бакалея,пшено Вкуснотеево 800г Нет отзывов,generated_1344,289.0,8.0,11.5,36.4
Бакалея,гречка 400г 4.5·45 отзывов,generated_1345,340.0,13.0,3.5,68.0
Бакалея,пшено Моя цена 1кг 4.5·45 отзывов,generated_1346,388.0,3.1,14.0,29.3
Бакалея,гречка Моя цена 800г Нет отзывов,generated_1347,340.0,13.0,3.5,68.0
Бакалея,макароны 200г 4.5·45 отзывов,generated_1348,192.0,9.4,16.6,52.7
Бакалея,крупа 800г 4.8·128 отзывов,generated_1349,188.0,5.2,11.2,57.4
Бакалея,мука Каждый день 200г Нет отзывов,generated_1350,318.0,7.6,2.4,26.5
Бакалея,перловка Вкуснотеево 1кг 4.8·128 отзывов,generated_1351,206.0,13.9,4.3,15.0
Бакалея,макароны Савушкин 400г 4.5·45 отзывов,generated_1352,127.0,3.5,15.7,23.9
Бакалея,овсянка 500г Нет отзывов,generated_1353,290.0,3.5,7.8,37.8
Бакалея,перловка 400г Нет отзывов,generated_1354,176.0,8.6,3.0,47.6
Бакалея,макароны Каждый день 500г Нет отзывов,generated_1355,201.0,14.9,11.8,31.0
Бакалея,макароны Савушкин 400г 4.5·45 отзывов,generated_1356,149.0,13.9,19.9,46.0
Бакалея,крупа Вкуснотеево 800г 4.8·128 отзывов,generated_1357,230.0,5.4,17.0,40.4
Бакалея,рис Простоквашино 800г Нет отзывов,generated_1358,338.0,6.8,11.9,18.2
Бакалея,макароны Каждый день 100г 4.8·128 отзывов,generated_1359,374.0,10.0,11.3,10.0
Бакалея,крупа Савушкин 200г,generated_1360,107.0,14.6,6.8,15.9
Бакалея,мука Простоквашино 300г,generated_1361,329.0,10.1,8.3,52.2
Бакалея,крупа Савушкин 500г 4.5·45 отзывов,generated_1362,338.0,4.2,18.2,47.3
Бакалея,овсянка Моя цена 1кг 4.5·45 отзывов,generated_1363,395.0,9.2,3.3,54.1
Бакалея,крупа Вкуснотеево 400г 4.5·45 отзывов,generated_1364,133.0,2.3,17.0,30.5
Бакалея,гречка Моя цена 500г Нет отзывов,generated_1365,340.0,13.0,3.5,68.0
Бакалея,пшено Каждый день 400г 4.8·128 отзывов,generated_1366,340.0,7.6,8.2,29.7
Бакалея,пшено Савушкин 400г,generated_1367,274.0,10.0,17.4,22.5
Бакалея,крупа Каждый день 250г Нет отзывов,generated_1368,354.0,10.1,19.6,55.5
Бакалея,овсянка 500г 4.5·45 отзывов,generated_1369,201.0,9.4,3.7,53.3
Бакалея,мука Простоквашино 300г 4.5·45 отзывов,generated_1370,304.0,14.8,18.0,26.7
Бакалея,гречка Каждый день 250г 4.5·45 отзывов,generated_1371,340.0,13.0,3.5,68.0
Бакалея,пшено Савушкин 800г 4.5·45 отзывов,generated_1372,211.0,8.8,12.5,37.6
Бакалея,перловка 800г,generated_1373,102.0,8.9,15.0,54.9
Бакалея,крупа 800г 4.5·45 отзывов,generated_1374,374.0,9.1,16.9,27.3
Бакалея,перловка Простоквашино 400г,generated_1375,121.0,10.7,18.3,50.6
Бакалея,рис Вкуснотеево 800г 4.5·45 отзывов,generated_1376,141.0,11.0,19.8,37.7
Бакалея,перловка Моя цена 1кг Нет отзывов,generated_1377,271.0,1.8,17.1,36.9
Бакалея,крупа Каждый день 400г 4.8·128 отзывов,generated_1378,373.0,6.1,13.8,20.5
Бакалея,пшено Савушкин 800г,generated_1379,94.0,1.2,9.8,10.1
Бакалея,рис Простоквашино 400г Нет отзывов,generated_1380,130.0,3.4,15.3,22.0
Бакалея,макароны Савушкин 200г 4.8·128 отзывов,generated_1381,72.0,14.0,2.7,54.1
Бакалея,гречка Вкуснотеево 200г 4.8·128 отзывов,generated_1382,340.0,13.0,3.5,68.0
Бакалея,овсянка Простоквашино 200г 4.8·128 отзывов,generated_1383,193.0,3.4,6.6,55.7
Бакалея,пшено 200г,generated_1384,82.0,8.0,19.8,53.4
Бакалея,крупа 400г 4.5·45 отзывов,generated_1385,285.0,2.4,4.7,47.3
Бакалея,крупа Вкуснотеево 100г 4.8·128 отзывов,generated_1386,298.0,5.1,3.1,45.3
Бакалея,рис Моя цена 800г,generated_1387,78.0,12.0,20.0,17.2
Бакалея,макароны Моя цена 200г 4.8·128 отзывов,generated_1388,339.0,9.4,9.1,48.8
Бакалея,крупа 500г Нет отзывов,generated_1389,231.0,6.4,6.9,34.5
Бакалея,мука Моя цена 100г Нет отзывов,generated_1390,291.0,6.6,2.3,50.9
Бакалея,рис 250г,generated_1391,172.0,9.1,18.7,27.6
Бакалея,мука 200г,generated_1392,132.0,4.9,8.3,29.0
Бакалея,макароны 1кг 4.5·45 отзывов,generated_1393,297.0,7.5,4.8,10.6
Бакалея,перловка 800г,generated_1394,305.0,4.8,1.9,45.1
Бакалея,пшено 400г,generated_1395,382.0,9.3,13.5,19.3
Бакалея,рис 250г 4.8·128 отзывов,generated_1396,367.0,1.2,6.9,35.7
Бакалея,мука 200г,generated_1397,136.0,11.7,2.8,23.3
Бакалея,овсянка Моя цена 800г Нет отзывов,generated_1398,155.0,7.9,2.6,31.3
Бакалея,гречка Моя цена 250г Нет отзывов,generated_1399,340.0,13.0,3.5,68.0
Бакалея,рис 200г,generated_1400,384.0,11.5,16.8,30.0
Бакалея,перловка 500г 4.5·45 отзывов,generated_1401,275.0,2.2,6.3,19.9
Бакалея,мука 500г 4.5·45 отзывов,generated_1402,328.0,6.2,10.9,54.3
Бакалея,перловка 200г 4.5·45 отзывов,generated_1403,113.0,4.4,9.5,33.8
Бакалея,пшено Простоквашино 500г,generated_1404,274.0,4.2,11.8,30.1
Бакалея,макароны Вкуснотеево 250г 4.5·45 отзывов,generated_1405,277.0,6.8,5.0,46.7
Бакалея,перловка Савушкин 250г Нет отзывов,generated_1406,259.0,9.1,6.4,14.7
Бакалея,макароны Каждый день 1кг 4.8·128 отзывов,generated_1407,72.0,15.0,2.3,20.5
Бакалея,овсянка Каждый день 250г 4.8·128 отзывов,generated_1408,109.0,5.6,11.0,30.2
Бакалея,овсянка Моя цена 200г,generated_1409,330.0,8.4,8.6,34.2
Бакалея,пшено Вкуснотеево 200г 4.8·128 отзывов,generated_1410,354.0,5.4,7.4,23.9
Бакалея,пшено 1кг 4.5·45 отзывов,generated_1411,149.0,11.1,10.9,56.8
Бакалея,пшено 1кг,generated_1412,180.0,13.5,17.3,38.8
Бакалея,перловка 400г Нет отзывов,generated_1413,314.0,4.3,8.4,59.7
Бакалея,перловка Моя цена 100г Нет отзывов,generated_1414,167.0,6.2,8.6,11.5
Бакалея,пшено Каждый день 200г Нет отзывов,generated_1415,82.0,9.5,6.8,47.6
Бакалея,перловка Каждый день 500г 4.8·128 отзывов,generated_1416,82.0,6.8,16.7,35.2
Бакалея,овсянка 400г,generated_1417,309.0,5.3,4.0,14.0
Бакалея,гречка Савушкин 300г 4.8·128 отзывов,generated_1418,340.0,13.0,3.5,68.0
Бакалея,крупа 200г 4.8·128 отзывов,generated_1419,317.0,10.8,20.0,17.6
Бакалея,макароны Вкуснотеево 1кг Нет отзывов,generated_1420,394.0,13.0,14.0,37.0
Бакалея,гречка Вкуснотеево 250г,generated_1421,340.0,13.0,3.5,68.0
Бакалея,овсянка Моя цена 1кг Нет отзывов,generated_1422,145.0,10.3,9.5,52.5
Бакалея,пшено Вкуснотеево 1кг,generated_1423,76.0,10.4,15.9,45.6
Бакалея,рис Каждый день 1кг,generated_1424,264.0,3.9,5.8,11.4
Бакалея,крупа Простоквашино 500г 4.8·128 отзывов,generated_1425,74.0,2.5,8.6,25.1
Бакалея,макароны Простоквашино 100г,generated_1426,55.0,10.1,15.5,16.8
Бакалея,мука 200г 4.5·45 отзывов,generated_1427,350.0,6.0,3.3,41.7
Бакалея,перловка Простоквашино 500г,generated_1428,310.0,12.2,5.8,29.5
Бакалея,мука Простоквашино 250г Нет отзывов,generated_1429,52.0,1.3,14.5,49.0
Бакалея,макароны Простоквашино 400г 4.5·45 отзывов,generated_1430,325.0,4.1,16.0,49.0
Бакалея,овсянка Простоквашино 800г 4.5·45 отзывов,generated_1431,261.0,5.8,1.8,57.1
Бакалея,крупа 250г 4.5·45 отзывов,generated_1432,215.0,4.1,1.3,23.1
Бакалея,гречка Моя цена 200г Нет отзывов,generated_1433,340.0,13.0,3.5,68.0
Бакалея,рис 300г Нет отзывов,generated_1434,118.0,2.1,14.6,27.3
Бакалея,пшено Моя цена 100г 4.8·128 отзывов,generated_1435,334.0,11.4,6.1,39.3
Бакалея,рис Вкуснотеево 250г,generated_1436,194.0,9.2,4.3,59.7
Бакалея,макароны 500г 4.8·128 отзывов,generated_1437,276.0,14.6,10.7,13.3
Бакалея,макароны Простоквашино 800г Нет отзывов,generated_1438,240.0,3.6,11.0,29.1
Бакалея,овсянка Савушкин 200г 4.8·128 отзывов,generated_1439,379.0,11.8,11.2,16.0
Бакалея,мука 250г 4.8·128 отзывов,generated_1440,382.0,2.7,4.9,11.8
Бакалея,овсянка Савушкин 800г Нет отзывов,generated_1441,171.0,4.2,12.1,13.8
Бакалея,гречка Савушкин 300г,generated_1442,340.0,13.0,3.5,68.0
Бакалея,макароны Моя цена 400г Нет отзывов,generated_1443,397.0,3.9,16.2,22.3
Бакалея,овсянка Вкуснотеево 400г 4.5·45 отзывов,generated_1444,58.0,14.7,16.6,27.5
Бакалея,мука Каждый день 100г,generated_1445,328.0,13.9,7.4,43.1
Бакалея,крупа Простоквашино 250г Нет отзывов,generated_1446,174.0,10.4,8.9,53.2
Бакалея,пшено Каждый день 800г,generated_1447,303.0,12.7,8.5,33.4
Бакалея,крупа Каждый день 400г Нет отзывов,generated_1448,181.0,12.1,15.1,28.3
Бакалея,овсянка Каждый день 500г,generated_1449,151.0,14.8,15.9,10.6
Бакалея,овсянка Савушкин 1кг Нет отзывов,generated_1450,196.0,6.7,12.7,21.3
Бакалея,гречка Простоквашино 1кг Нет отзывов,generated_1451,340.0,13.0,3.5,68.0
Бакалея,мука Простоквашино 800г 4.5·45 отзывов,generated_1452,111.0,12.8,2.9,42.1
Бакалея,рис 250г Нет отзывов,generated_1453,238.0,5.4,18.5,15.5
Бакалея,макароны Моя цена 100г,generated_1454,369.0,5.1,18.8,37.3
Бакалея,крупа Простоквашино 400г,generated_1455,374.0,1.7,11.2,33.3
Бакалея,макароны 200г Нет отзывов,generated_1456,375.0,9.8,8.7,43.7
Бакалея,гречка Савушкин 500г 4.5·45 отзывов,generated_1457,340.0,13.0,3.5,68.0
Бакалея,мука Моя цена 400г 4.5·45 отзывов,generated_1458,160.0,9.4,13.1,46.5
Бакалея,макароны Савушкин 100г Нет отзывов,generated_1459,221.0,11.1,17.5,23.7
Бакалея,гречка 300г 4.8·128 отзывов,generated_1460,340.0,13.0,3.5,68.0
Бакалея,макароны Вкуснотеево 250г 4.8·128 отзывов,generated_1461,156.0,14.6,3.6,15.6
Бакалея,гречка Савушкин 400г Нет отзывов,generated_1462,340.0,13.0,3.5,68.0
Бакалея,пшено 500г,generated_1463,268.0,9.5,2.8,42.1
Бакалея,перловка Каждый день 300г Нет отзывов,generated_1464,279.0,14.5,9.1,23.5
Бакалея,овсянка Простоквашино 200г 4.5·45 отзывов,generated_1465,333.0,6.5,5.9,15.2
Бакалея,пшено 250г 4.5·45 отзывов,generated_1466,106.0,11.7,4.5,23.5
Бакалея,рис Савушкин 800г,generated_1467,188.0,13.8,11.6,48.5
Бакалея,пшено Моя цена 250г Нет отзывов,generated_1468,71.0,4.0,8.1,51.1
Бакалея,гречка Савушкин 1кг,generated_1469,340.0,13.0,3.5,68.0
Бакалея,пшено 1кг,generated_1470,81.0,13.0,18.7,27.8
Бакалея,макароны 1кг 4.5·45 отзывов,generated_1471,315.0,3.6,3.5,39.7
Бакалея,макароны Простоквашино 800г Нет отзывов,generated_1472,146.0,9.2,4.4,50.4
Бакалея,мука 200г Нет отзывов,generated_1473,156.0,4.0,19.0,11.7
Бакалея,крупа Савушкин 100г 4.8·128 отзывов,generated_1474,345.0,11.5,17.9,45.3
Бакалея,овсянка 300г,generated_1475,318.0,8.5,2.4,38.5
Бакалея,мука 500г 4.8·128 отзывов,generated_1476,203.0,2.9,17.2,37.3
Бакалея,рис Простоквашино 200г,generated_1477,122.0,5.1,17.9,32.4
Бакалея,пшено Каждый день 400г,generated_1478,229.0,10.5,13.4,27.3
Бакалея,овсянка Вкуснотеево 1кг 4.5·45 отзывов,generated_1479,263.0,13.4,15.3,58.9
Бакалея,мука Моя цена 500г Нет отзывов,generated_1480,297.0,2.3,8.8,28.2
Бакалея,гречка Каждый день 400г,generated_1481,340.0,13.0,3.5,68.0
Бакалея,перловка Каждый день 1кг Нет отзывов,generated_1482,115.0,7.5,5.9,20.8
Бакалея,мука Моя цена 100г Нет отзывов,generated_1483,206.0,11.0,19.3,51.3
Бакалея,гречка 1кг Нет отзывов,generated_1484,340.0,13.0,3.5,68.0
Бакалея,гречка 500г 4.8·128 отзывов,generated_1485,340.0,13.0,3.5,68.0
Бакалея,макароны 250г,generated_1486,128.0,1.2,11.1,32.6
Бакалея,макароны 250г 4.5·45 отзывов,generated_1487,289.0,5.0,13.1,50.3
Бакалея,макароны Моя цена 250г 4.5·45 отзывов,generated_1488,398.0,7.1,5.3,19.5
Бакалея,перловка Каждый день 200г,generated_1489,251.0,12.4,19.3,39.1
Бакалея,гречка 400г 4.8·128 отзывов,generated_1490,340.0,13.0,3.5,68.0
Бакалея,овсянка Простоквашино 250г Нет отзывов,generated_1491,281.0,3.2,18.3,28.4
Бакалея,крупа 100г,generated_1492,219.0,7.1,13.4,21.1
Бакалея,пшено 1кг 4.8·128 отзывов,generated_1493,161.0,12.8,5.5,12.5
Бакалея,макароны Простоквашино 500г 4.5·45 отзывов,generated_1494,208.0,10.3,10.1,35.1
Бакалея,макароны Савушкин 250г Нет отзывов,generated_1495,125.0,7.8,19.9,45.2
Бакалея,крупа Вкуснотеево 500г 4.8·128 отзывов,generated_1496,110.0,7.9,17.2,22.7
Бакалея,овсянка Простоквашино 100г 4.8·128 отзывов,generated_1497,105.0,7.8,6.4,41.8
Бакалея,крупа Вкуснотеево 1кг Нет отзывов,generated_1498,253.0,10.4,5.9,17.5
Бакалея,рис Вкуснотеево 300г Нет отзывов,generated_1499,63.0,3.6,8.7,36.9
Бакалея,мука Савушкин 800г Нет отзывов,generated_1500,251.0,5.2,18.1,59.7
Вода и напитки,лимонад 250г 4.8·128 отзывов,generated_1501,328.0,12.6,3.1,13.7
Вода и напитки,сок 800г Нет отзывов,generated_1502,45.0,0.5,0.2,11.0
Вода и напитки,вода Моя цена 400г Нет отзывов,generated_1503,394.0,7.8,10.8,22.1
Вода и напитки,вода Каждый день 500г Нет отзывов,generated_1504,154.0,9.8,19.9,15.6
Вода и напитки,вода Простоквашино 100г 4.8·128 отзывов,generated_1505,106.0,5.4,3.3,12.5
Вода и напитки,морс Савушкин 300г 4.8·128 отзывов,generated_1506,75.0,5.2,12.5,58.9
Вода и напитки,компот 250г 4.5·45 отзывов,generated_1507,357.0,8.9,5.1,43.5
Вода и напитки,вода 800г,generated_1508,216.0,1.5,13.2,14.0
Вода и напитки,морс Вкуснотеево 200г 4.5·45 отзывов,generated_1509,84.0,3.8,13.5,39.8
Вода и напитки,сок 200г Нет отзывов,generated_1510,45.0,0.5,0.2,11.0
Вода и напитки,сок Вкуснотеево 800г 4.8·128 отзывов,generated_1511,45.0,0.5,0.2,11.0
Вода и напитки,компот Савушкин 500г,generated_1512,72.0,8.6,13.1,25.9
Вода и напитки,квас Простоквашино 800г 4.8·128 отзывов,generated_1513,379.0,5.5,5.9,57.4
Вода и напитки,квас 200г 4.8·128 отзывов,generated_1514,160.0,11.4,7.3,54.4
Вода и напитки,лимонад Вкуснотеево 100г,generated_1515,365.0,10.4,17.4,17.3
Вода и напитки,морс Простоквашино 400г Нет отзывов,generated_1516,147.0,1.9,6.8,32.1
Вода и напитки,вода 200г 4.8·128 отзывов,generated_1517,324.0,5.4,1.3,25.0
Вода и напитки,вода Каждый день 200г,generated_1518,155.0,7.0,7.4,23.1
Вода и напитки,сок Савушкин 100г,generated_1519,45.0,0.5,0.2,11.0
Вода и напитки,лимонад Савушкин 300г Нет отзывов,generated_1520,223.0,12.2,14.2,35.8
Вода и напитки,сок Савушкин 300г 4.8·128 отзывов,generated_1521,45.0,0.5,0.2,11.0
Вода и напитки,сок 800г 4.8·128 отзывов,generated_1522,45.0,0.5,0.2,11.0
Вода и напитки,сок Вкуснотеево 250г 4.8·128 отзывов,generated_1523,45.0,0.5,0.2,11.0
Вода и напитки,вода Вкуснотеево 500г Нет отзывов,generated_1524,50.0,1.4,6.2,32.4
Вода и напитки,морс Вкуснотеево 300г 4.5·45 отзывов,generated_1525,128.0,14.6,6.7,55.6
Вода и напитки,сок 300г,generated_1526,45.0,0.5,0.2,11.0
Вода и напитки,компот 500г,generated_1527,303.0,12.5,16.1,24.7
Вода и напитки,лимонад 200г Нет отзывов,generated_1528,56.0,2.0,15.4,38.4
Вода и напитки,морс Вкуснотеево 100г 4.5·45 отзывов,generated_1529,322.0,14.8,3.8,42.8
Вода и напитки,вода Каждый день 300г Нет отзывов,generated_1530,274.0,11.2,2.8,34.8
Вода и напитки,вода Вкуснотеево 200г Нет отзывов,generated_1531,339.0,8.5,19.7,43.8
Вода и напитки,лимонад Простоквашино 200г 4.5·45 отзывов,generated_1532,119.0,9.7,8.9,15.2
Вода и напитки,квас Савушкин 100г Нет отзывов,generated_1533,194.0,7.3,7.8,51.6
Вода и напитки,лимонад 100г 4.5·45 отзывов,generated_1534,139.0,14.7,4.6,57.4
Вода и напитки,лимонад 400г,generated_1535,333.0,9.3,13.5,56.4
Вода и напитки,морс Вкуснотеево 800г Нет отзывов,generated_1536,72.0,11.5,4.6,14.2
Вода и напитки,морс 1кг,generated_1537,296.0,13.9,9.7,27.1
Вода и напитки,лимонад 300г Нет отзывов,generated_1538,309.0,9.6,10.6,44.9
Вода и напитки,компот Моя цена 100г 4.5·45 отзывов,generated_1539,367.0,4.0,18.3,37.1
Вода и напитки,морс 250г,generated_1540,90.0,5.8,8.2,31.8
Вода и напитки,сок 400г,generated_1541,45.0,0.5,0.2,11.0
Вода и напитки,сок 800г Нет отзывов,generated_1542,45.0,0.5,0.2,11.0
Вода и напитки,сок Моя цена 200г 4.8·128 отзывов,generated_1543,45.0,0.5,0.2,11.0
Вода и напитки,лимонад 1кг Нет отзывов,generated_1544,61.0,3.5,19.6,23.9
Вода и напитки,лимонад 200г Нет отзывов,generated_1545,87.0,3.7,5.0,38.4
Вода и напитки,компот Моя цена 1кг 4.5·45 отзывов,generated_1546,289.0,9.5,3.5,17.4
Вода и напитки,компот Савушкин 400г 4.8·128 отзывов,generated_1547,274.0,11.9,15.3,46.6
Вода и напитки,компот 400г 4.5·45 отзывов,generated_1548,219.0,12.3,7.1,51.8
Вода и напитки,квас Моя цена 300г 4.5·45 отзывов,generated_1549,162.0,5.4,13.1,45.5
Вода и напитки,лимонад Савушкин 800г,generated_1550,81.0,10.1,18.7,49.5
Вода и напитки,компот Моя цена 200г,generated_1551,290.0,3.0,9.1,56.7
Вода и напитки,сок Моя цена 1кг,generated_1552,45.0,0.5,0.2,11.0
Вода и напитки,сок Савушкин 250г 4.5·45 отзывов,generated_1553,45.0,0.5,0.2,11.0
Вода и напитки,морс Савушкин 400г 4.5·45 отзывов,generated_1554,235.0,2.9,7.9,46.5
Вода и напитки,компот 400г 4.5·45 отзывов,generated_1555,266.0,13.2,15.6,49.7
Вода и напитки,квас Простоквашино 500г 4.8·128 отзывов,generated_1556,381.0,2.8,13.4,50.8
Вода и напитки,квас 100г 4.5·45 отзывов,generated_1557,144.0,14.8,8.5,46.4
Вода и напитки,лимонад 100г 4.5·45 отзывов,generated_1558,74.0,2.3,13.9,22.5
Вода и напитки,лимонад Савушкин 400г 4.8·128 отзывов,generated_1559,213.0,11.3,8.3,42.3
Вода и напитки,квас Вкуснотеево 250г 4.5·45 отзывов,generated_1560,204.0,10.3,15.0,15.1
Вода и напитки,лимонад Каждый день 1кг 4.5·45 отзывов,generated_1561,144.0,3.3,6.3,38.9
Вода и напитки,сок Савушкин 1кг 4.5·45 отзывов,generated_1562,45.0,0.5,0.2,11.0
Вода и напитки,квас 800г,generated_1563,268.0,1.8,10.3,33.1
Вода и напитки,сок 400г 4.8·128 отзывов,generated_1564,45.0,0.5,0.2,11.0
Вода и напитки,вода Каждый день 800г 4.8·128 отзывов,generated_1565,210.0,11.7,11.6,17.8
Вода и напитки,лимонад 200г 4.8·128 отзывов,generated_1566,313.0,3.2,4.8,40.1
Вода и напитки,морс 300г Нет отзывов,generated_1567,69.0,3.9,11.0,45.4
Вода и напитки,компот Простоквашино 800г 4.5·45 отзывов,generated_1568,209.0,4.7,6.5,34.9
Вода и напитки,морс 400г 4.5·45 отзывов,generated_1569,279.0,5.5,10.8,10.5
Вода и напитки,сок Вкуснотеево 400г Нет отзывов,generated_1570,45.0,0.5,0.2,11.0
Вода и напитки,вода Простоквашино 400г,generated_1571,328.0,3.7,16.5,15.0
Вода и напитки,сок 300г Нет отзывов,generated_1572,45.0,0.5,0.2,11.0
Вода и напитки,лимонад 250г 4.5·45 отзывов,generated_1573,193.0,9.8,18.4,32.5
Вода и напитки,вода Каждый день 400г 4.5·45 отзывов,generated_1574,259.0,14.3,15.8,18.7
Вода и напитки,квас 500г 4.5·45 отзывов,generated_1575,358.0,7.6,17.3,24.4
Вода и напитки,квас Простоквашино 100г Нет отзывов,generated_1576,124.0,2.1,19.1,13.2
Вода и напитки,лимонад 100г 4.5·45 отзывов,generated_1577,195.0,5.3,6.1,10.4
Вода и напитки,лимонад Каждый день 100г,generated_1578,372.0,14.6,3.5,13.0
Вода и напитки,компот Простоквашино 1кг 4.8·128 отзывов,generated_1579,349.0,1.9,4.0,26.3
Вода и напитки,морс Простоквашино 200г 4.5·45 отзывов,generated_1580,366.0,2.7,15.9,29.6
Вода и напитки,лимонад Простоквашино 800г Нет отзывов,generated_1581,324.0,8.7,9.6,32.2
Вода и напитки,квас Савушкин 250г 4.5·45 отзывов,generated_1582,225.0,7.2,1.2,17.7
Вода и напитки,компот Каждый день 200г Нет отзывов,generated_1583,329.0,4.4,5.4,46.2
Вода и напитки,квас 1кг 4.5·45 отзывов,generated_1584,58.0,3.2,7.4,19.1
Вода и напитки,компот Вкуснотеево 100г Нет отзывов,generated_1585,242.0,6.9,14.6,48.3
Вода и напитки,вода Каждый день 800г 4.5·45 отзывов,generated_1586,210.0,11.1,8.9,34.4
Вода и напитки,лимонад Простоквашино 800г Нет отзывов,generated_1587,63.0,8.2,15.1,23.1
Вода и напитки,сок Савушкин 200г Нет отзывов,generated_1588,45.0,0.5,0.2,11.0
Вода и напитки,вода Вкуснотеево 800г,generated_1589,128.0,14.4,4.3,44.1
Вода и напитки,квас 800г 4.8·128 отзывов,generated_1590,161.0,6.4,12.5,29.7
Вода и напитки,морс Вкуснотеево 100г Нет отзывов,generated_1591,160.0,5.8,7.0,22.5
Вода и напитки,вода Простоквашино 400г,generated_1592,102.0,11.9,19.5,31.9
Вода и напитки,вода 500г,generated_1593,342.0,11.1,19.8,27.6
Вода и напитки,вода 100г Нет отзывов,generated_1594,262.0,6.0,11.0,50.0
Вода и напитки,вода Савушкин 200г Нет отзывов,generated_1595,60.0,4.9,14.8,44.4
Вода и напитки,сок Каждый день 250г Нет отзывов,generated_1596,45.0,0.5,0.2,11.0
Вода и напитки,вода Вкуснотеево 400г 4.5·45 отзывов,generated_1597,175.0,3.9,5.8,16.7
Вода и напитки,сок Простоквашино 300г 4.5·45 отзывов,generated_1598,45.0,0.5,0.2,11.0
Вода и напитки,лимонад 400г 4.8·128 отзывов,generated_1599,56.0,4.5,17.0,50.8
Вода и напитки,вода Моя цена 1кг,generated_1600,153.0,13.9,13.9,32.6
Вода и напитки,морс 100г,generated_1601,60.0,1.1,15.9,30.5
Вода и напитки,морс 500г Нет отзывов,generated_1602,399.0,14.6,10.7,40.5
